query,gold,group,ans_dense,ans_bm25,ans_hybrid,ans_threshold,ans_aurora,trust_score,decision,r1_dense,r1_bm25,r1_hybrid,r1_threshold,r1_aurora,r2_dense,r2_bm25,r2_hybrid,r2_threshold,r2_aurora,rL_dense,rL_bm25,rL_hybrid,rL_threshold,rL_aurora,abstained_threshold,abstained_aurora
What happens if bile duct cancer cannot be cured?,"If the cancer has advanced and cannot be cured, the aim of the treatment will be to limit the cancer and its symptoms, and improve your quality of life. A special team of doctors and nurses called the palliative care team or symptom control team will work with you to manage your symptoms and make you feel more comfortable. References: - https://www.nhs.uk/conditions/bile-duct-cancer/treatment/",Diagnostic Tests,"Bile duct cancer can be treatable and curable if detected early and before it spreads. If it has advanced and cannot be cured, the aim of the treatment will be to limit the cancer and its symptoms. A special team of doctors and nurses called the palliative care team or symptom control team will work with you to manage your symptoms.","Bile duct cancer is a rare disease in which malignant (cancer) cells form in the bile ducts. A network of tubes, called ducts, connects the liver, gallbladder, and small intestine. The focus of treatment shifts to controlling symptoms, alleviating pain, and improving the patient's quality of life.","Bile duct cancer can be treatable and curable if detected early and before it spreads. If the cancer has advanced and cannot be cured, the aim of the treatment will be to limit the cancer and its symptoms. A special team of doctors and nurses called the palliative care team or symptom control team will work with you to manage your symptoms.",Insufficient evidence available to answer reliably.,"Bile duct cancer can be treatable and curable if detected early and before it spreads. If the cancer has advanced and cannot be cured, the aim of the treatment will be to limit the cancer and its symptoms. A special team of doctors and nurses called the palliative care team or symptom control team will work with you to manage your symptoms.",0.2649,escalate,0.7692307692307692,0.376068376068376,0.7938931297709925,0.0,0.7938931297709925,0.6875,0.08695652173913043,0.7286821705426356,0.0,0.7286821705426356,0.6923076923076924,0.20512820512820512,0.7175572519083969,0.0,0.7175572519083969,1,0
"What's the difference between ""good"" and ""bad"" cholesterol?","HDL (high density lipoprotein) cholesterol is known as ""good"" cholesterol. HDL takes the ""bad,"" LDL (low density lipoprotein) cholesterol out of your blood and keeps it from building up in your arteries. LDL cholesterol is known as bad cholesterol because it leads to the development and build up of plaque on the walls of your arteries. That increase your chances of getting cardiovascular disease. When being tested for cholesterol, make sure you get numbers of total cholesterol, HDL cholesterol and LDL cholesterol.",Gastritis and Child Health Issues,"HDL (high density lipoprotein) cholesterol is known as ""good"" cholesterol. Bad cholesterol, also known as LDL and non-HDL, may increase the risk of heart problems or stroke. High cholesterol is considered to be a total cholesterol level of 240 mg/dL or higher.","Both ""good"" and ""bad"" cholesterol are found in your body. ""Good"" cholesterol is known as HDL. ""Bad"" cholesterol, known as LDL cholesterol, is found in the liver. Both can be reduced by diet and exercise, as well as medications.","HDL (high density lipoprotein) cholesterol is known as ""good"" cholesterol. HDL takes the ""bad"" LDL cholesterol out of your blood and keeps it from building up in your arteries. For good health, you ideally want to keep the LDL levels down and the HDL levels up.",Insufficient evidence available to answer reliably.,"HDL (high density lipoprotein) cholesterol is known as ""good"" cholesterol. HDL takes the ""bad"" LDL cholesterol out of your blood and keeps it from building up in your arteries. LDL cholesterol leads to the development and build up of plaque on the walls of your arteries, increasing your chances of getting cardiovascular disease.",0.3681,escalate,0.4285714285714286,0.34710743801652894,0.59375,0.0,0.7851851851851851,0.20967741935483872,0.15126050420168066,0.4444444444444444,0.0,0.7518796992481203,0.31746031746031744,0.23140495867768598,0.53125,0.0,0.7851851851851851,1,0
Do persistent motor deficits predict long-term bladder dysfunction in children following acute transverse myelitis?,Motor and bladder recovery were related in our patients with transverse myelitis. Children with no motor recovery did not experience bladder recovery. No significant bladder recovery was seen beyond 4 months in our patients.,Clinical Practices and Medical Devices,"Motor and bladder recovery were related in our patients with transverse myelitis. Children with no motor recovery did not experience bladder recovery. For well-selected patients, salvage RT can achieve high cure rates. Long-term survival is possible in selected patients with recurrent or irresectable colorectal cancer.","In many people with NMO, the spinal cord becomes swollen and irritated (inflamed) This is called transverse myelitis. Persistent minor cTnI elevation can be detected frequently in patients stabilized after an episode of non-ST-elevation acute coronary syndrome.","Motor and bladder recovery were related in our patients with transverse myelitis. Children with no motor recovery did not experience bladder recovery. Infarct topography is a potential prognostic factor of PMD. New, more aggressive treatment protocols may result in greater recovery statistics.","Motor and bladder recovery were related in our patients with transverse myelitis. Children with no motor recovery did not experience bladder recovery. Infarct topography is a potential prognostic factor of PMD. New, more aggressive treatment protocols may result in greater recovery statistics.","Motor and bladder recovery were related in our patients with transverse myelitis. Children with no motor recovery did not experience bladder recovery. Infarct topography is a potential prognostic factor of PMD. New, more aggressive treatment protocols may result in greater recovery statistics.",0.2949,escalate,0.5925925925925926,0.19178082191780824,0.6315789473684211,0.6315789473684211,0.6315789473684211,0.5316455696202532,0.028169014084507043,0.5675675675675675,0.5675675675675675,0.5675675675675675,0.5925925925925926,0.1643835616438356,0.605263157894737,0.605263157894737,0.605263157894737,0,0
Is obstructive sleep apnea associated with an increased risk of colorectal neoplasia?,Physicians should be aware of the association between OSA and the development of colorectal neoplasia and explain the need for colonoscopy to patients with OSA.,Cancer Research and Advanced Therapies,Physicians should be aware of the association between OSA and the development of colorectal neoplasia and explain the need for colonoscopy to patients with OSA. Obesity plays an independent worsening modifying effect on nocturnal hypoxia in OSAS.,"Obstructive sleep apnea is strongly associated with conditions such as high blood pressure (hypertension), stroke, heart attack, diabetes, gastroesophageal reflux disease, nocturnal angina, heart failure, hypothyroidism, and an abnormal heart rhythm. In extremely obese patients, bariatric surgery is associated with an 85% success rate in improving the symptoms.","Obstructive sleep apnea is strongly associated with conditions such as high blood pressure (hypertension), stroke, heart attack, diabetes, gastroesophageal reflux disease, nocturnal angina, and heart failure. About half of sleep-apnea patients have hypertension.","Obstructive sleep apnea is strongly associated with conditions such as high blood pressure (hypertension), stroke, heart attack, diabetes, gastroesophageal reflux disease, nocturnal angina, and heart failure. About half of sleep-apnea patients have hypertension.","obstructive sleep apnea is strongly associated with conditions such as high blood pressure (hypertension), stroke, heart attack, diabetes, gastroesophageal reflux disease, nocturnal angina, heart failure, hypothyroidism, and an abnormal heart rhythm. About half of sleep-apnea patients have hypertension, and untreated obstructiveSleep apnea increases the risk of heart-related illness and death.",0.3232,escalate,0.8064516129032258,0.136986301369863,0.16949152542372883,0.16949152542372883,0.2077922077922078,0.8,0.0,0.0,0.0,0.0,0.8064516129032258,0.1095890410958904,0.13559322033898305,0.13559322033898305,0.12987012987012989,0,0
Can personality play a part in low self-esteem?,"Yes, personality can play a part. Some people are just more prone to negative thinking, while others set impossibly high standards for themselves. References: - https://www.nhs.uk/conditions/stress-anxiety-depression/raising-low-self-esteem/",Mental health,"Low self-esteem means having a negative opinion of oneself. Can lead to depression, anxiety, and other mental health issues. Can also lead to unhelpful habits, like drinking or smoking. Can be harmful to your mental health. Can help from talking therapies such as cognitive behavioural therapy.","Low self-esteem means having a negative opinion of oneself. Can lead to depression, anxiety, and other mental health issues. Can also lead to unhelpful habits, like drinking or smoking. Can stem from a variety of factors such as negative messages from parents. Difficult life events, such as illness or bereavement, and personality traits all contribute to it.","Low self-esteem means having a negative opinion of oneself. Can lead to depression, anxiety, and other mental health issues. Can also lead to unhelpful habits, like drinking or smoking. Can stem from a variety of factors such as negative messages from parents. Difficult life events, such as illness or bereavement, and personality traits all contribute to it.","Low self-esteem means having a negative opinion of oneself. Can lead to depression, anxiety, and other mental health issues. Can also lead to unhelpful habits, like drinking or smoking. Can stem from a variety of factors such as negative messages from parents. Difficult life events, such as illness or bereavement, and personality traits all contribute to it.","Low self-esteem means having a negative opinion of oneself. Can lead to depression, anxiety, and other mental health issues. Can also lead to unhelpful habits, like drinking or smoking. Can stem from a variety of factors such as negative messages from parents. Difficult life events, such as illness or bereavement, and personality traits all contribute to it.",0.3154,escalate,0.24096385542168677,0.23404255319148937,0.23404255319148937,0.23404255319148937,0.23404255319148937,0.04938271604938271,0.04347826086956522,0.04347826086956522,0.04347826086956522,0.04347826086956522,0.07228915662650602,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.06382978723404255,0,0
What is the Yellow Card Scheme?,The Yellow Card Scheme is run by a medicines safety watchdog called the Medicines and Healthcare products Regulatory Agency (MHRA). It allows you to report suspected side effects from any type of medicine you are taking. References: - https://www.nhs.uk/conditions/hormone-replacement-therapy-hrt/side-effects/,Mental health,"Yellow Card Scheme is a program that allows people to report suspected side effects of medicines in the UK. It is run by the Medicines and Healthcare products Regulatory Agency (MHRA) Most reactions reported through the Yellow Card Scheme have been minor reactions, such as rashes, fever, getting sick, and redness and swelling where the injection was given.","Yellow Card Scheme is a medicines safety watchdog that allows you to report any suspected side effects from a vaccine. It is run by the Medicines and Healthcare products Regulatory Agency (MHRA) Most reactions reported through the Yellow Card Scheme have been minor, such as rashes, fever, getting sick, and redness and swelling.","The Yellow Card Scheme is a system for reporting suspected side effects from any type of medication to the Medicines and Healthcare products Regulatory Agency (MHRA) This system allows patients and healthcare professionals to report any adverse effects from Symptoms and Self-Help, including antidepressants. Reports can also be made on behalf of someone you're caring for.","The Yellow Card Scheme is a system for reporting suspected side effects from any type of medication to the Medicines and Healthcare products Regulatory Agency (MHRA) This system allows patients and healthcare professionals to report any adverse effects from Symptoms and Self-Help, including antidepressants. Reports can also be made on behalf of someone you're caring for.",Insufficient evidence available to answer reliably.,0.2099,insufficient,0.49056603773584906,0.5742574257425742,0.49056603773584906,0.49056603773584906,0.0,0.34615384615384615,0.4444444444444444,0.3653846153846153,0.3653846153846153,0.0,0.28301886792452835,0.33663366336633666,0.39622641509433965,0.39622641509433965,0.0,0,1
what research (or clinical trials) is being done for Agnosia ?,The NINDS supports research on disorders of the brain such as agnosia with the goal of finding ways to prevent or cure them.,6_NINDS_QA,Agnosia is a rare disorder characterized by an inability to recognize and identify objects or persons. It typically results from damage to specific brain areas in the occipital or parietal lobes of the brain. People with agnosia may retain their cognitive abilities in other areas.,"The National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS) funds research on RMDs. The NINDS supports research on neurological disorders such as Parry-Romberg syndrome with the goal of finding ways to prevent, treat, and cure them.",The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to prosopagnosia. NINDS vigorously pursues a research program seeking new treatments for pain and nerve damage with the ultimate goal of reversing debilitating conditions such as arachnoiditis.,Insufficient evidence available to answer reliably.,The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to prosopagnosia. NINDS vigorously pursues a research program seeking new treatments for pain and nerve damage with the ultimate goal of reversing debilitating conditions such as arachnoiditis.,0.7665,generate,0.2647058823529412,0.6451612903225806,0.3870967741935484,0.0,0.3870967741935484,0.060606060606060615,0.43333333333333335,0.09999999999999999,0.0,0.09999999999999999,0.14705882352941177,0.5806451612903226,0.22580645161290322,0.0,0.22580645161290322,1,0
"Hi. I have been having some pain and swelling in my knee, and my doctor told me I need to have surgery to repair my ACL. Can you tell me more about it?","Sure. ACL surgery will improve the stability of your knee and may help stop it from giving way. After six months, you should be able to resume normal activities. However, your knee may not be exactly the same as before the injury, and you may still experience some pain and swelling in the replacement ligament. References: - https://www.nhs.uk/conditions/knee-ligament-surgery/risks/ <|eos|> <HUMAN>: What are the risks associated with knee surgery? <ASSISTANT>: As with any surgery, there are some risks involved, such as infection and blood clot formation. Knee pain, weakness, and stiffness are also common side effects of knee surgery. Additionally, there's a small chance that the newly-grafted ligament will fail, and you may still experience instability in your knee. References: - https://www.nhs.uk/conditions/knee-ligament-surgery/risks/ <|eos|> <HUMAN>: How likely is it that I will experience knee pain after surgery? <ASSISTANT>: Knee pain is common after ACL surgery, especially if the patellar tendon is used as graft tissue. You may experience pain behind your kneecap or when kneeling down or crouching. However, this pain should improve over time, and your doctor can prescribe pain medication to help manage your symptoms. References: - https://www.nhs.uk/conditions/knee-ligament-surgery/risks/ <|eos|> <HUMAN>: Will I still be able to participate in sports after the surgery? <ASSISTANT>: After you have fully recovered from ACL surgery, you should be able to resume normal activities, including participating in sports. However, you may need to work with a physical therapist to regain strength and stability in your knee before returning to more strenuous activities. References: - https://www.nhs.uk/conditions/knee-ligament-surgery/risks/",Diagnostic Tests,"ACL surgery is a procedure to reconstruct the anterior cruciate ligament (ACL) in the knee. It is usually done when the ACL is torn or injured, which can happen during sports. The benefits of ACL surgery include improved knee stability, pain relief, and reduced risk of future knee injuries.","To diagnose kyphosis, your doctor will examine your spine and ask for X-rays. They may also ask you to do some exercises to evaluate your balance and range of motion. Infection can develop after about 1 in every 20 tendon repair operations. Tendon adhesion is when the tendons become stuck to surrounding tissue.","After six months, you should be able to resume normal activities. However, your knee may not be exactly the same as before the injury. You may still experience some pain and swelling in the replacement ligament. There's a small chance that the newly-grafted ligament will fail.",Insufficient evidence available to answer reliably.,"After six months, you should be able to resume normal activities. However, your knee may not be exactly the same as before the injury. You may still experience some pain and swelling in the replacement ligament. There's a small chance that the newly-grafted ligament will fail.",0.5784,escalate,0.20060790273556228,0.14970059880239522,0.2926829268292683,0.0,0.2926829268292683,0.01834862385321101,0.006024096385542168,0.2760736196319018,0.0,0.2760736196319018,0.12158054711246201,0.08982035928143713,0.2926829268292683,0.0,0.2926829268292683,1,0
Is Von Hippel-Lindau disease inherited ?,"How is von Hippel-Lindau (VHL) disease inherited? Mutations in the gene that causes VHL disease (the VHL gene) are inherited in an autosomal dominant manner. This means that having a mutation in only one copy of the VHL gene in each cell is enough to increase a person's risk of developing VHL disease. In most autosomal dominant conditions, having one mutated copy of the responsible gene is sufficient to cause the condition. However, in VHL disease, a mutation in the other copy of the gene must occur (during a person's lifetime) to trigger the development of VHL disease. For example, a person may inherit a mutated copy of the gene from a parent, but acquiring a second mutation in the other gene copy in a specific organ may trigger tumor development in that organ. Almost everyone who is born with one VHL mutation will eventually acquire a mutation in the second copy of the gene and develop VHL disease. In most cases, an affected person inherits the first mutated gene from an affected parent. However, in about 20% of cases, the mutation occurs for the first time in a person with no family history of the condition. This is called a de novo mutation. When a person with a mutation that can lead to VHL disease has children, each of their children has a 50% (1 in 2) chance to inherit that mutation.",2_GARD_QA,"Mutations in the VHL gene are inherited in an autosomal dominant pattern. One mutated copy of the responsible gene is sufficient to cause the condition. In VHL disease, a mutation in the other copy must occur (during a person's lifetime) to trigger the development of the disease.","Von Hippel-Lindau (VHL) disease is caused by a mutation in the VHL gene. This gene is a tumor suppressor gene, which helps to control cell growth. Mutations in VHL lead to a lack of regulation of cell growth and survival. This allows cells to grow and divide uncontrollably, forming the tumors.",Von Hippel-Lindau (VHL) disease is an inherited disorder characterized by the abnormal growth of both benign and cancerous tumors and cysts in many parts of the body. VHL disease is caused by a mutation in the VHL gene and is inherited in an autosomal dominant manner.,Von Hippel-Lindau (VHL) disease is an inherited disorder characterized by the abnormal growth of both benign and cancerous tumors and cysts in many parts of the body. VHL disease is caused by a mutation in the VHL gene and is inherited in an autosomal dominant manner.,Von Hippel-Lindau (VHL) disease is an inherited disorder characterized by the abnormal growth of both benign and cancerous tumors and cysts in many parts of the body. VHL disease is caused by a mutation in the VHL gene and is inherited in an autosomal dominant manner.,0.402,escalate,0.33098591549295775,0.22916666666666666,0.22614840989399296,0.22614840989399296,0.22614840989399296,0.29787234042553196,0.09090909090909091,0.12099644128113878,0.12099644128113878,0.12099644128113878,0.33098591549295775,0.1736111111111111,0.1625441696113074,0.1625441696113074,0.1625441696113074,0,0
What are the symptoms of Infantile axonal neuropathy ?,"What are the signs and symptoms of Infantile axonal neuropathy? The Human Phenotype Ontology provides the following list of signs and symptoms for Infantile axonal neuropathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Cognitive impairment 90% Decreased nerve conduction velocity 90% Developmental regression 90% Facial palsy 90% Hemiplegia/hemiparesis 90% Impaired pain sensation 90% Neurological speech impairment 90% Optic atrophy 90% Abnormality of movement 50% Hypertonia 50% Incoordination 50% Microcephaly 50% Muscular hypotonia 50% Nystagmus 50% Sensorineural hearing impairment 50% Hypothyroidism 7.5% Seizures 7.5% Type I diabetes mellitus 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",2_GARD_QA,"The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms.","Autosomal recessive axonal neuropathy with neuromyotonia is a rare form of inherited peripheral neuropathy. It is caused by damage to a particular part of peripheral nerves called axons. The damage primarily causes progressive weakness and wasting of muscles in the feet, legs, and hands.","The Human Phenotype Ontology provides the following list of signs and symptoms for Infantile axonal neuropathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature.",Insufficient evidence available to answer reliably.,"The Human Phenotype Ontology provides the following list of signs and symptoms for Infantile axonal neuropathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature.",0.7485,generate,0.3235294117647059,0.121580547112462,0.3430232558139535,0.0,0.3430232558139535,0.3136094674556213,0.0061162079510703364,0.33333333333333337,0.0,0.33333333333333337,0.24705882352941175,0.0851063829787234,0.3430232558139535,0.0,0.3430232558139535,1,0
How can you lessen your heart failure symptoms?,"To lessen symptoms of heart failure: Maintain fluid balance. Your doctor may ask you to keep a record of the amount of fluids you drink or eat and how often you go to the bathroom. Remember, the more fluid you carry in your blood vessels, the harder your heart must work to pump excess fluid through your body. Limiting your fluid intake to less than two liters per day will help decrease the workload of your heart and prevent symptoms from recurring. Limit how much salt (sodium) you eat.",General Medical Conditions and Treatments,"The more fluid you carry in your blood vessels, the harder your heart must work to pump excess fluid through your body. Limiting your fluid intake to less than two liters per day will help decrease the workload of your heart. Eating too much salt causes the body to keep or retain too much water.","The key to managing heart failure is to take your medicines, make proper changes to your diet, live a healthy lifestyle, and keep your doctor's appointments. Your doctor will tell you how often you need to visit. If you have any unusual symptoms, do not wait until your next appointment to discuss them with your doctor.","Maintain fluid balance. Limit your consumption of sodium (salt) to less than 2,000 milligrams (2 grams) each day. Eat foods high in fiber. Eat lots of fruits, veggies, and lean protein. Limit salt, sugar, and saturated fat. Drop pounds if you're overweight Get regular exercise.","Maintain fluid balance. Limit your consumption of sodium (salt) to less than 2,000 milligrams (2 grams) each day. Eat foods high in fiber. Eat lots of fruits, veggies, and lean protein. Limit salt, sugar, and saturated fat. Drop pounds if you're overweight Get regular exercise.",Insufficient evidence available to answer reliably.,0.1839,insufficient,0.6666666666666667,0.3424657534246575,0.2941176470588235,0.2941176470588235,0.0,0.5915492957746479,0.05555555555555555,0.0746268656716418,0.0746268656716418,0.0,0.5972222222222223,0.2054794520547945,0.20588235294117646,0.20588235294117646,0.0,0,1
What are the common side effects of a facelift?,"After a facelift, it's common to experience some temporary side effects, such as a stiff, puffy, and numb face, temporary bruising of the cheeks, and the development of scars. It's also possible to experience a raised hairline or sideburns. References: - https://www.nhs.uk/conditions/cosmetic-procedures/cosmetic-surgery/facelift/",Symptoms and Self-Help,"After a facelift, it's common to experience some temporary side effects. These include a stiff, puffy, and numb face, temporary bruising of the cheeks, and the development of scars. It's also possible to experience a raised hairline or sideburns.","Common side effects of the Hib/MenC vaccine include pain, redness or swelling where the injection was given, a high temperature, irritability, loss of appetite, and sleepiness. Most side effects are temporary, but there's a risk of long-term problems, including infertility and permanently darkened skin.","After a facelift, it's common to experience some temporary side effects. These include a stiff, puffy, and numb face, temporary bruising of the cheeks, and the development of scars. It's also possible to experience a raised hairline or sideburns.","After a facelift, it's common to experience some temporary side effects. These include a stiff, puffy, and numb face, temporary bruising of the cheeks, and the development of scars. It's also possible to experience a raised hairline or sideburns.","After a facelift, it's common to experience some temporary side effects. These include a stiff, puffy, and numb face, temporary bruising of the cheeks, and the development of scars. It's also possible to experience a raised hairline or sideburns.",0.7131,generate,0.8387096774193549,0.2828282828282829,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8131868131868133,0.041237113402061855,0.8131868131868133,0.8131868131868133,0.8131868131868133,0.8387096774193549,0.18181818181818182,0.8387096774193549,0.8387096774193549,0.8387096774193549,0,0
How can a cold cause me to lose my voice?,"When you speak, air passes through the voice box in your throat and hits the two bands called vocal cords. Your voice make sounds when they vibrate. A cold can throw a wrench into this smooth-running machine. Your throat gets inflamed and sore. Then your vocal cords swell, which affects the way they vibrate. The end result: You're hoarse. Rest your voice and drink plenty of fluids. Your volume will return when you recover.",Retinoids and General Dermatology,"When you speak, air passes through the voice box in your throat and hits the two bands called vocal cords. A cold can throw a wrench into this smooth-running machine. Your throat gets inflamed and sore. Then your vocal cords swell, which affects the way they vibrate.","About 1 in 3 people with RA get vocal problems, including a sore throat and loss of voice. An allergic reaction can cause your vocal cords to swell. Antihistamine drugs for allergies can dry out mucus in your throat. If you have a goiter, you may cough a lot and have problems with your speech.","When you speak, air passes through the voice box in your throat and hits the two bands called vocal cords. A cold can throw a wrench into this smooth-running machine. Your throat gets inflamed and sore. Then your vocal cords swell, which affects the way they vibrate.","When you speak, air passes through the voice box in your throat and hits the two bands called vocal cords. A cold can throw a wrench into this smooth-running machine. Your throat gets inflamed and sore. Then your vocal cords swell, which affects the way they vibrate.","When you speak, air passes through the voice box in your throat and hits the two bands called vocal cords. Your voice make sounds when they vibrate. A cold can throw a wrench into this smooth-running machine. Your throat gets inflamed and sore. Then your vocal cords swell.",0.5085,escalate,0.7741935483870968,0.32061068702290074,0.7741935483870968,0.7741935483870968,0.7839999999999999,0.7540983606557378,0.07751937984496123,0.7540983606557378,0.7540983606557378,0.7804878048780487,0.7741935483870968,0.18320610687022898,0.7741935483870968,0.7741935483870968,0.7839999999999999,0,0
Is diphenhydramine effective in the treatment of idiopathic dystonia?,Diphenhydramine should be considered a therapeutic option for idiopathic truncal dystonia with lightning jerks.,General Health and Risk Factors,"Diphenhydramine should be considered a therapeutic option for idiopathic truncal dystonia with lightning jerks. Some people who inherit a mutated GCH1 gene never develop features of DRD; this phenomenon is known as reduced penetrance. When DRD is caused by mutations in the TH gene, it is inherited in an autosomal recessive manner.","Idiopathic acute eosinophilic pneumonia (IAEP) is characterized by the rapid accumulation of eosInophils in the lungs. The exact cause of IAEP is not known. Treatment with corticosteroids is effective in most cases. Because IAEP often progresses rapidly, respiratory failure can occur.","diffuse idiopathic skeletal hyperostosis (DISH) affects 25% of men and 15% of women over the age of 50 years old. Physical therapy, analgesics, sedation, anti-inflammatory drugs, and muscle relaxants have all been successful in managing the majority of patients with DISH.","diffuse idiopathic skeletal hyperostosis (DISH) affects 25% of men and 15% of women over the age of 50 years old. Physical therapy, analgesics, sedation, anti-inflammatory drugs, and muscle relaxants have all been successful in managing the majority of patients with DISH.",Insufficient evidence available to answer reliably.,0.0752,insufficient,0.42424242424242425,0.07272727272727274,0.07142857142857142,0.07142857142857142,0.0,0.40625,0.0,0.0,0.0,0.0,0.42424242424242425,0.07272727272727274,0.07142857142857142,0.07142857142857142,0.0,0,1
What are the other symptoms of AMD?,"Other symptoms include seeing straight lines as wavy or crooked, objects looking smaller than normal, colours seeming less bright than they used to, and seeing things that are not there (hallucinations). References: - https://www.nhs.uk/conditions/age-related-macular-degeneration-amd/symptoms/",Symptoms and Self-Help,"The most common symptom of dry AMD is slightly blurred vision. Dry AMD generally affects both eyes, but vision can be lost in one eye while the other eye seems unaffected. The wet type of AMD causes sudden, severe loss of central vision from leaking blood vessels growing in or under the retina.","AMD stands for Age-related macular degeneration. It is an eye disease that causes damage to the macula of the eye. The wet type of AMD causes sudden, severe loss of central vision. Other risk factors include genetics, exposure to ultraviolet ( UV) light, and a lack of nutrients reaching the retina.","Other symptoms include seeing straight lines as wavy or crooked, objects looking smaller than normal, colours seeming less bright than they used to, and seeing things that are not there (hallucinations) The wet type of AMD causes sudden, severe loss of central vision from leaking blood vessels growing in or under the retina.","Other symptoms include seeing straight lines as wavy or crooked, objects looking smaller than normal, colours seeming less bright than they used to, and seeing things that are not there (hallucinations) The wet type of AMD causes sudden, severe loss of central vision from leaking blood vessels growing in or under the retina.",Insufficient evidence available to answer reliably.,0.0997,insufficient,0.10416666666666667,0.2127659574468085,0.6666666666666666,0.6666666666666666,0.0,0.0,0.06521739130434782,0.6382978723404256,0.6382978723404256,0.0,0.0625,0.10638297872340426,0.6666666666666666,0.6666666666666666,0.0,0,1
Do tension headaches cause other nerve symptoms?,"A few common ones include: Mild to moderate pain or pressure in the front, top, or sides of the head Headache that starts later in the day Trouble sleeping Feeling very tired Irritability Trouble focusing Mild sensitivity to light or noise Muscle aches Unlike migraine headaches, you won't have other nerve symptoms, such as muscle weakness or blurred vision. And they don't usually cause severe sensitivity to light or noise, stomach pain, nausea, or vomiting.",Gastritis and Child Health Issues,"Common symptoms of tension headaches include pain on both sides of your head, face or neck. They may last for at least 30 minutes or longer, sometimes for several days. Unlike migraine headaches, you won't have other nerve symptoms, such as muscle weakness or blurred vision.","About 30%-80% of the adult U.S. population suffers from occasional tension headaches. 3% suffer from chronic daily tension headaches, which come and go over a prolonged period of time. Chronic tension headaches do not affect vision, balance, or strength. A GP may suggest keeping a headache diary to record details of your headaches.","Unlike migraine headaches, you won't have other nerve symptoms, such as muscle weakness or blurred vision. Tension headaches cause pain on both sides of your head, face or neck, feeling like something is pressing on your head. They may last for at least 30 minutes or longer, sometimes for several days.","Unlike migraine headaches, you won't have other nerve symptoms, such as muscle weakness or blurred vision. Tension headaches cause pain on both sides of your head, face or neck, feeling like something is pressing on your head. They may last for at least 30 minutes or longer, sometimes for several days.",Insufficient evidence available to answer reliably.,0.0242,insufficient,0.46774193548387094,0.13636363636363635,0.4496124031007752,0.4496124031007752,0.0,0.2786885245901639,0.015384615384615385,0.2677165354330709,0.2677165354330709,0.0,0.3870967741935484,0.0909090909090909,0.3100775193798449,0.3100775193798449,0.0,0,1
